2014-01-01 19:05:00;;;2;1341;14315,5551001334;15
2014-01-01 19:05:00;;;3;1802;23227,0943454293;15
2014-01-01 19:05:00;;;4;2347;33695,9975078408;15
2014-01-01 19:10:00;;;1;605;3822,05096484248;15
2014-01-01 19:10:00;;;2;1341;14305,5551001334;15
2014-01-01 19:10:00;;;3;1794;23124,973061476;15
2014-01-01 19:10:00;;;4;2347;33695,9975078408;15
2014-01-01 19:15:00;;;1;598;3764,30676669911;15
2014-01-01 19:15:00;;;2;1340;14295,5551001334;15
2014-01-01 19:15:00;;;3;1794;23124,973061476;15
2014-01-01 19:15:00;;;4;2340;33588,6044334126;15
2014-01-01 19:20:00;;;1;598;3764,30676669911;15
2014-01-01 19:20:00;;;2;1340;14295,5551001334;15
2014-01-01 19:20:00;;;3;1794;23124,973061476;15
2014-01-01 19:20:00;;;4;2339;33578,6044334126;15
2014-01-01 19:25:00;;;1;597;3754,30676669911;15
2014-01-01 19:25:00;;;2;1340;14295,5551001334;15
2014-01-01 19:25:00;;;3;1794;23124,973061476;15
2014-01-01 19:25:00;;;4;2339;33578,6044334126;15
2014-01-01 19:30:00;;;1;597;3754,30676669911;15
2014-01-01 19:30:00;;;2;1334;14234,3319287901;15
2014-01-01 19:30:00;;;3;1793;23114,973061476;15
2014-01-01 19:30:00;;;4;2339;33578,6044334126;15
2014-01-01 19:35:00;;;1;595;3738,91426783777;15
2014-01-01 19:35:00;;;2;1334;14224,3319287901;15
2014-01-01 19:35:00;;;3;1793;23114,973061476;15
2014-01-01 19:35:00;;;4;2335;33524,0997146052;15
2014-01-01 19:40:00;;;1;593;3721,8726011711;15
2014-01-01 19:40:00;;;2;1328;14151,9833309609;15
2014-01-01 19:40:00;;;3;1792;23099,8063948093;15
2014-01-01 19:40:00;;;4;2334;33514,0997146052;15
2014-01-01 19:45:00;;;1;592;3718,91426783777;15
2014-01-01 19:45:00;;;2;1328;14151,9833309609;15
2014-01-01 19:45:00;;;3;1785;23006,0355534337;15
2014-01-01 19:45:00;;;4;2334;33514,0997146052;15
2014-01-01 19:50:00;;;1;592;3718,91426783777;15
2014-01-01 19:50:00;;;2;1327;14141,9833309609;15
2014-01-01 19:50:00;;;3;1783;22968,7350272508;15
2014-01-01 19:50:00;;;4;2334;33514,0997146052;15
2014-01-01 19:55:00;;;1;589;3693,60392927238;15
2014-01-01 19:55:00;;;2;1326;14124,2115961214;15
2014-01-01 19:55:00;;;3;1783;22968,7350272508;15
2014-01-01 19:55:00;;;4;2334;33514,0997146052;15
2014-01-01 20:00:00;;;1;589;3693,60392927238;15
2014-01-01 20:00:00;;;2;1319;14048,4369161166;15
2014-01-01 20:00:00;;;3;1783;22968,7350272508;15
2014-01-01 20:00:00;;;4;2334;33514,0997146052;15
2014-01-01 20:05:00;;;1;588;3683,60392927238;15
2014-01-01 20:05:00;;;2;1317;14019,3197788816;15
2014-01-01 20:05:00;;;3;1782;22963,3183605841;15
2014-01-01 20:05:00;;;4;2327;33420,3173948083;15
2014-01-01 20:10:00;;;1;588;3683,60392927238;15
2014-01-01 20:10:00;;;2;1317;14015,528112215;15
2014-01-01 20:10:00;;;3;1782;22958,7350272508;15
2014-01-01 20:10:00;;;4;2323;33362,0983124473;15
2014-01-01 20:15:00;;;1;588;3683,60392927238;15
2014-01-01 20:15:00;;;2;1316;14009,3197788816;15
2014-01-01 20:15:00;;;3;1781;22948,7350272508;15
2014-01-01 20:15:00;;;4;2323;33362,0983124473;15
2014-01-01 20:20:00;;;1;588;3683,60392927238;15
2014-01-01 20:20:00;;;2;1307;13902,6457781834;15
2014-01-01 20:20:00;;;3;1780;22925,3497306554;15
2014-01-01 20:20:00;;;4;2323;33362,0983124473;15
2014-01-01 20:25:00;;;1;588;3683,60392927238;15
2014-01-01 20:25:00;;;2;1306;13892,6457781834;15
2014-01-01 20:25:00;;;3;1779;22915,3497306554;15
2014-01-01 20:25:00;;;4;2319;33303,7471246714;15
2014-01-01 20:30:00;;;1;588;3683,60392927238;15
2014-01-01 20:30:00;;;2;1300;13819,3341060794;15
2014-01-01 20:30:00;;;3;1779;22915,3497306554;15
2014-01-01 20:30:00;;;4;2312;33213,4448647368;15
2014-01-01 20:35:00;;;1;588;3683,60392927238;15
2014-01-01 20:35:00;;;2;1300;13819,3341060794;15
2014-01-01 20:35:00;;;3;1779;22915,3497306554;15
2014-01-01 20:35:00;;;4;2307;33140,1166230804;15
2014-01-01 20:40:00;;;1;582;3628,7085343706;15
2014-01-01 20:40:00;;;2;1299;13809,3341060794;15
2014-01-01 20:40:00;;;3;1779;22915,3497306554;15
2014-01-01 20:40:00;;;4;2307;33130,1166230804;15
2014-01-01 20:45:00;;;1;582;3628,7085343706;15
2014-01-01 20:45:00;;;2;1292;13726,6662683557;15
2014-01-01 20:45:00;;;3;1779;22915,3497306554;15
2014-01-01 20:45:00;;;4;2306;33120,1166230804;15
2014-01-01 20:50:00;;;1;582;3628,7085343706;15
2014-01-01 20:50:00;;;2;1292;13726,6662683557;15
2014-01-01 20:50:00;;;3;1779;22915,3497306554;15
2014-01-01 20:50:00;;;4;2303;33078,4624163194;15
2014-01-01 20:55:00;;;1;582;3628,7085343706;15
2014-01-01 20:55:00;;;2;1288;13668,1662683557;15
2014-01-01 20:55:00;;;3;1779;22915,3497306554;15
2014-01-01 20:55:00;;;4;2302;33068,4624163194;15
2014-01-01 21:00:00;;;1;582;3628,7085343706;15
2014-01-01 21:00:00;;;2;1284;13620,6529304766;15
2014-01-01 21:00:00;;;3;1771;22805,2935389607;15
2014-01-01 21:00:00;;;4;2302;33068,4624163194;15
2014-01-01 21:05:00;;;1;582;3628,7085343706;15
2014-01-01 21:05:00;;;2;1284;13620,6529304766;15
2014-01-01 21:05:00;;;3;1771;22805,2935389607;15
2014-01-01 21:05:00;;;4;2295;32960,8384163454;15
2014-01-01 21:10:00;;;1;582;3628,7085343706;15
2014-01-01 21:10:00;;;2;1281;13581,11126381;15
2014-01-01 21:10:00;;;3;1771;22805,2935389607;15
2014-01-01 21:10:00;;;4;2294;32950,8384163454;15
2014-01-01 21:15:00;;;1;573;3559,55452764972;15
2014-01-01 21:15:00;;;2;1275;13506,7411780595;15
2014-01-01 21:15:00;;;3;1765;22726,1009826357;15
2014-01-01 21:15:00;;;4;2294;32940,8384163454;15
